"Year","NOM_MUN","idunico","co_num","presence_strength","n.cell","n.weak","n.strong","war","peace","idunico_num","new_cartel_presence","intentional_hom","hom_ym","hom_all","MU_Type","policial","estatal","unico","population","population_male","population_female","population_over17","born_in_state","illiterate_over15","inschool_15to17","inschool_18to24","noschooling_over15","primaryincomplete_over15","yearsofschooling_average","single_over11","indigenousspeaker_over2","economicallyactive","economicallyinactive","employed","housing","homes","homes_malehead","homes_femalehead","ncand","elec_comp","elec_comp_perc","party.mayor","party.governor","party.pres","political_vulnerability","state_political_vulnerability","federal_political_vulnerability","mun_election_year","TT_PERSO","police_any_hom_worked","police_mun_hom_worked","police_state_hom_worked","police_fed_hom_worked","police_any_hom_killed","police_mun_hom_killed","police_state_hom_killed","police_fed_hom_killed","mu","log_pop","log_econin","state_federal_political_vulnerability"
2013,"San Felipe","11030",0,0,0,0,0,0,0,11030,0,14,7,11,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,216,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,0
2014,"San Felipe","11030",0,0,0,0,0,0,0,11030,0,8,2,9,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,220,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,0
2015,"San Felipe","11030",0,0,0,0,0,0,0,11030,0,9,3,10,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,8,616,0.0180639863933609,"pri-pvem","pan-panal","pri-pvem",0,1,0,1,220,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,0
2016,"San Felipe","11030",0,0,0,0,0,0,0,11030,0,15,7,18,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,115,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,0
2017,"San Felipe","11030",0,0,0,0,0,0,0,11030,0,3,6,14,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,115,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,0
2018,"San Felipe","11030",0,0,0,0,0,0,0,11030,0,NA,NA,NA,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,8,2060,0.0541620655203239,"pvem","pan-panal","pri-pvem",0,1,0,1,182,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,0
2019,"San Felipe","11030",1,2,0,1,0,0,0,11030,1,NA,NA,NA,0,0,0,0,106952,51340,55612,60236,94835,102,4181,1623,9057,11401,12704,6.09,33869,41669,31714,30030,22830,17420,5410,28636,NA,NA,NA,"pvem","pan-prd-mc","morena-pt-pes",1,1,1,0,182,0,0,0,0,0,0,0,0,0,11.580135414663,10.3645135027495,1
2020,"San Felipe","11030",1,2,0,1,0,0,0,11030,0,NA,NA,NA,0,0,0,0,119793,61706,58087,74571,104737,85,4042,2512,7117,9166,8507,7.69,51773,36880,51075,31237,27991,9266,18725,36661,NA,NA,NA,"pvem","pan-prd-mc","morena-pt-pes",1,1,1,0,183,0,0,0,0,0,0,0,0,0,11.6935205322385,10.8410504196858,1
2021,"San Felipe","11030",1,2,0,1,0,0,0,11030,0,NA,NA,NA,0,0,0,0,119793,61706,58087,74571,104737,85,4042,2512,7117,9166,8507,7.69,51773,36880,51075,31237,27991,9266,18725,36661,9,815,0.0216640085061138,"pvem","pan-prd-mc","morena-pt-pes",1,1,1,1,183,NA,NA,NA,NA,NA,NA,NA,NA,0,11.6935205322385,10.8410504196858,1
2000,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,2,4,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,5,6492,0.159422425224694,"pan","pan","pri",0,0,1,1,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,0
2001,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,3,9,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,0
2002,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,1,4,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,0
2003,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,0,2,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,8,1690,0.0486177037484537,"pan","pan","pan-pvem",0,0,0,1,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,0
2004,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,0,3,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,1
2005,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,2,8,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,1
2006,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,1,2,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,3,13092,0.29792463134899,"pri","pan","pan-pvem",1,1,1,1,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,1
2007,"San Francisco del Rincón","11031",0,0,0,0,0,0,0,11031,0,NA,1,3,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,0
2008,"San Francisco del Rincón","11031",1,2,0,1,0,0,0,11031,1,NA,7,9,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,201,0,0,0,0,0,0,0,0,0,11.5153126134627,10.3693576505003,0
2009,"San Francisco del Rincón","11031",1,2,0,1,0,0,0,11031,1,NA,8,15,0,0,0,0,100239,48393,51846,54446,90836,6412,1873,1318,7325,15238,6,27642,141,36464,31868,36240,18985,20206,16360,3846,5,8439,0.217276004119464,"pan-pna","pan-panal","pan",0,0,0,1,201,1,1,0,0,1,1,0,0,0,11.5153126134627,10.3693576505003,0
2010,"San Francisco del Rincón","11031",1,2,0,1,0,0,0,11031,0,NA,6,9,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,201,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2011,"San Francisco del Rincón","11031",1,2,0,1,0,0,0,11031,0,14,0,4,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,201,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2012,"San Francisco del Rincón","11031",2,2,0,2,0,1,0,11031,1,14,5,7,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,4,8273,0.180601641634649,"pan","pan-panal","pan",0,0,0,1,148,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2013,"San Francisco del Rincón","11031",1,2,0,1,0,0,0,11031,1,16,5,12,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,148,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2014,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,0,15,8,14,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,151,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2015,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,0,12,4,11,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,9,1174,0.0318839792509709,"pri-pvem","pan-panal","pri-pvem",0,1,0,1,151,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2016,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,0,28,11,28,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,215,1,1,0,0,1,1,0,0,0,11.6401746658857,10.7522700246275,0
2017,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,1,26,21,48,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,215,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2018,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,0,NA,NA,NA,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,7,4606,0.0981670929241262,"pan","pan-panal","pri-pvem",0,0,1,1,200,0,0,0,0,0,0,0,0,0,11.6401746658857,10.7522700246275,0
2019,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,1,NA,NA,NA,0,0,0,0,113570,55026,58544,68469,102809,239,3504,2300,6147,6126,13830,7.01,47758,35103,46736,30993,25286,19981,5305,31557,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,200,4,4,0,0,5,5,0,0,0,11.6401746658857,10.7522700246275,1
2020,"San Francisco del Rincón","11031",1,3,0,0,1,0,0,11031,1,NA,NA,NA,0,0,0,0,130871,66889,63982,86566,119539,340,3640,3710,4626,5166,10857,8.2,68824,31745,68131,35280,32211,9844,22367,38921,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,169,0,0,0,0,1,1,0,0,0,11.781967384191,11.1291876014818,1
2021,"San Francisco del Rincón","11031",2,3,1,0,1,1,0,11031,1,NA,NA,NA,0,0,0,0,130871,66889,63982,86566,119539,340,3640,3710,4626,5166,10857,8.2,68824,31745,68131,35280,32211,9844,22367,38921,9,1776,0.0427426536064114,"pri","pan-prd-mc","morena-pt-pes",1,1,1,1,169,NA,NA,NA,NA,NA,NA,NA,NA,0,11.781967384191,11.1291876014818,1
2000,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,1,2,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,6,5352,0.320824841146146,"prd","pan","pri",1,1,1,1,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,1
2001,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,2,4,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,0
2002,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,1,1,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,0
2003,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,4,6,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,8,1113,0.0624123815398419,"pan","pan","pan-pvem",0,0,0,1,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,0
2004,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,1,3,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,NA,NA,NA,"pcd","pan","pan-pvem",1,1,1,0,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,1
2005,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,2,3,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,NA,NA,NA,"pcd","pan","pan-pvem",1,1,1,0,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,1
2006,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,1,4,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,6,4306,0.191216306230294,"pcd","pan","pan-pvem",1,1,1,1,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,1
2007,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,0,6,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,0
2008,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,2,3,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,0
2009,"San José Iturbide","11032",0,0,0,0,0,0,0,11032,0,NA,1,2,0,0,0,0,54661,25911,28750,28011,45427,5334,1895,916,6547,6192,6,15130,76,16012,19590,15868,10670,10857,8740,2117,6,1283,0.059713301684818,"pan","pan-panal","pan",0,0,0,1,109,0,0,0,0,0,0,0,0,0,10.9089057542287,9.88277451093859,0
2010,"San José Iturbide","11032",1,2,0,1,0,0,0,11032,1,NA,0,3,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,109,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2011,"San José Iturbide","11032",1,2,0,1,0,0,0,11032,1,9,4,8,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,109,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2012,"San José Iturbide","11032",2,2,0,2,0,1,0,11032,0,3,1,5,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,6,1634,0.0568941504178273,"pan","pan-panal","pan",0,0,0,1,117,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2013,"San José Iturbide","11032",2,2,0,2,0,1,0,11032,1,8,2,9,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,117,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2014,"San José Iturbide","11032",2,2,0,2,0,1,0,11032,1,6,3,6,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,60,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2015,"San José Iturbide","11032",1,1,1,0,0,0,0,11032,1,7,2,6,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,9,6395,0.234291994870855,"pan","pan-panal","pri-pvem",0,0,1,1,60,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2016,"San José Iturbide","11032",2,2,1,1,0,1,0,11032,1,4,4,5,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,107,1,1,0,0,1,1,0,0,0,11.1901135005347,10.1033215344147,0
2017,"San José Iturbide","11032",2,2,1,1,0,1,0,11032,1,0,3,6,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,107,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2018,"San José Iturbide","11032",2,2,1,1,0,1,0,11032,1,NA,NA,NA,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,7,1646,0.0543718825355927,"pvem","pan-panal","pri-pvem",0,1,0,1,102,4,3,1,0,3,2,1,0,0,11.1901135005347,10.1033215344147,0
2019,"San José Iturbide","11032",3,3,2,0,1,1,1,11032,1,NA,NA,NA,0,0,0,0,72411,34637,37774,41854,56135,125,3376,1636,4651,6126,5476,7.5,25832,25703,24424,20335,16446,12937,3509,20031,NA,NA,NA,"morena-pt-pes","pan-prd-mc","morena-pt-pes",0,1,0,0,102,0,0,0,0,0,0,0,0,0,11.1901135005347,10.1033215344147,0
2020,"San José Iturbide","11032",2,3,0,1,1,1,0,11032,1,NA,NA,NA,0,0,0,0,89558,46139,43419,57476,68458,186,3944,3212,3621,4980,3897,9.1,42361,25625,41817,25646,22741,6865,15876,28189,NA,NA,NA,"morena-pt-pes","pan-prd-mc","morena-pt-pes",0,1,0,0,118,2,1,0,1,2,1,0,1,0,11.4026417390654,10.641058234398,0
2021,"San José Iturbide","11032",2,2,0,2,0,1,0,11032,1,NA,NA,NA,0,0,0,0,89558,46139,43419,57476,68458,186,3944,3212,3621,4980,3897,9.1,42361,25625,41817,25646,22741,6865,15876,28189,10,846,0.0320892125625853,"morena-pt-pes","pan-prd-mc","morena-pt-pes",0,1,0,1,118,NA,NA,NA,NA,NA,NA,NA,NA,0,11.4026417390654,10.641058234398,0
2000,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,4,11,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,4,6182,0.128379781534244,"pan","pan","pri",0,0,1,1,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2001,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,6,7,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2002,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,0,4,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2003,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,3,6,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,8,2705,0.0649740584166026,"pan","pan","pan-pvem",0,0,0,1,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2004,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,2,6,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2005,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,2,7,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2006,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,4,10,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,5,7925,0.163223693695549,"pan","pan","pan-pvem",0,0,0,1,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2007,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,0,NA,3,8,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2008,"San Miguel de Allende","11003",1,2,0,1,0,0,0,11003,1,NA,2,5,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2009,"San Miguel de Allende","11003",2,2,0,2,0,0,0,11003,1,NA,7,15,0,0,0,0,134880,64507,70373,70294,122976,13798,3328,2013,17561,15641,6,36234,520,39767,49311,39371,25697,27489,20880,6609,4,10110,0.198906114739907,"pan-pna","pan-panal","pan",0,0,0,1,226,0,0,0,0,0,0,0,0,0,11.8121407732357,10.8059024588746,0
2010,"San Miguel de Allende","11003",2,2,0,2,0,0,0,11003,0,NA,2,9,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pri-prd-pvem","pan-panal","pan",1,1,1,0,226,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,1
2011,"San Miguel de Allende","11003",2,2,0,2,0,0,0,11003,0,29,5,12,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pri-prd-pvem","pan-panal","pan",1,1,1,0,226,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,1
2012,"San Miguel de Allende","11003",3,2,0,3,0,1,0,11003,1,28,4,18,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,5,5080,0.0870489050344426,"pri-prd-pvem","pan-panal","pan",1,1,1,1,209,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,1
2013,"San Miguel de Allende","11003",3,2,0,3,0,1,0,11003,0,19,9,24,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,209,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,0
2014,"San Miguel de Allende","11003",3,2,0,3,0,1,0,11003,0,10,3,11,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,199,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,0
2015,"San Miguel de Allende","11003",1,1,1,0,0,0,0,11003,1,21,8,23,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,7,8689,0.160970006854518,"pri-pvem","pan-panal","pri-pvem",0,1,0,1,199,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,0
2016,"San Miguel de Allende","11003",1,1,1,0,0,0,0,11003,0,24,13,28,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,0
2017,"San Miguel de Allende","11003",2,2,1,1,0,1,0,11003,1,12,9,38,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.9853199837603,10.8870069339057,0
2018,"San Miguel de Allende","11003",2,2,1,1,0,1,0,11003,0,NA,NA,NA,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,9,8508,0.142861940423817,"pan","pan-panal","pri-pvem",0,0,1,1,170,1,0,1,0,1,0,1,0,0,11.9853199837603,10.8870069339057,0
2019,"San Miguel de Allende","11003",3,2,1,2,0,1,0,11003,1,NA,NA,NA,0,0,0,0,160383,75878,84505,94987,145826,629,5996,3300,12604,15754,15114,7.17,57733,58419,53477,45387,35408,25347,10061,45799,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,170,2,2,0,0,2,2,0,0,0,11.9853199837603,10.8870069339057,0
2020,"San Miguel de Allende","11003",2,2,0,2,0,1,0,11003,1,NA,NA,NA,0,0,0,0,174615,91538,83077,117311,159470,330,5770,4513,9670,12427,10344,8.7,87924,48064,86918,49734,44543,15887,28656,61035,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,349,0,0,0,0,0,0,0,0,0,12.0703388293505,11.3727204244416,0
